play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,duration_minutes,session_date
416,359,2024-09-30 08:16:14.339000-06:00,2024-09-30 14:20:14.339000-06:00,BROWSER,COMPLETED,864,364.0,2024-09-30
417,43,2024-12-08 08:50:11.568000-06:00,2024-12-08 09:13:11.568000-06:00,BROWSER,COMPLETED,3917,23.0,2024-12-08
418,367,2024-12-03 16:49:35.233000-06:00,2024-12-04 01:40:35.233000-06:00,MOBILE,ABORTED,2657,531.0,2024-12-03
419,471,2024-11-18 16:17:30.200000-06:00,2024-11-18 22:37:30.200000-06:00,MOBILE,TIMEOUT,4807,380.0,2024-11-18
420,206,2024-12-08 23:00:30.660000-06:00,2024-12-09 01:34:30.660000-06:00,BROWSER,TIMEOUT,4695,154.0,2024-12-08
421,218,2024-11-09 10:12:50.090000-06:00,2024-11-09 15:37:50.090000-06:00,BROWSER,TIMEOUT,3767,325.0,2024-11-09
422,244,2024-11-28 04:16:59.750000-06:00,2024-11-28 11:37:59.750000-06:00,BROWSER,ABORTED,4455,441.0,2024-11-28
423,362,2024-11-22 14:05:19.385000-06:00,2024-11-22 15:13:19.385000-06:00,MOBILE,ABORTED,158,68.0,2024-11-22
424,311,2024-03-03 23:59:33.889000-06:00,2024-03-04 05:51:33.889000-06:00,MOBILE,COMPLETED,2153,352.0,2024-03-03
425,199,2024-08-26 05:46:29.124000-06:00,2024-08-26 11:33:29.124000-06:00,BROWSER,TIMEOUT,4436,347.0,2024-08-26
426,437,2024-11-27 14:20:12.839000-06:00,2024-11-27 20:30:12.839000-06:00,MOBILE,TIMEOUT,3815,370.0,2024-11-27
427,378,2024-07-01 00:19:34.674000-06:00,2024-07-01 09:21:34.674000-06:00,BROWSER,COMPLETED,1502,542.0,2024-07-01
428,368,2024-06-04 04:59:46.154000-06:00,2024-06-04 05:43:46.154000-06:00,BROWSER,COMPLETED,2152,44.0,2024-06-04
429,251,2024-04-12 12:13:15.440000-06:00,2024-04-12 20:20:15.440000-06:00,MOBILE,ABORTED,170,487.0,2024-04-12
430,186,2024-01-26 02:49:47.746000-06:00,2024-01-26 08:09:47.746000-06:00,BROWSER,COMPLETED,142,320.0,2024-01-26
431,222,2024-12-26 15:17:33.818000-06:00,2024-12-26 23:04:33.818000-06:00,BROWSER,COMPLETED,4503,467.0,2024-12-26
432,399,2024-09-15 07:20:28.008000-06:00,2024-09-15 08:31:28.008000-06:00,MOBILE,ABORTED,326,71.0,2024-09-15
433,264,2024-08-09 22:10:02.641000-06:00,2024-08-10 02:13:02.641000-06:00,MOBILE,ABORTED,2252,243.0,2024-08-09
434,253,2024-12-09 08:46:40.404000-06:00,2024-12-09 18:31:40.404000-06:00,BROWSER,ABORTED,4186,585.0,2024-12-09
435,192,2024-03-23 17:35:23.617000-06:00,2024-03-24 03:18:23.617000-06:00,BROWSER,ABORTED,1029,583.0,2024-03-23
436,70,2024-01-16 20:00:08.323000-06:00,2024-01-17 05:46:08.323000-06:00,MOBILE,ABORTED,4220,586.0,2024-01-16
437,168,2024-09-17 17:25:58.679000-06:00,2024-09-17 21:37:58.679000-06:00,MOBILE,COMPLETED,4101,252.0,2024-09-17
438,244,2024-12-15 03:03:13.260000-06:00,2024-12-15 12:27:13.260000-06:00,BROWSER,TIMEOUT,1845,564.0,2024-12-15
439,112,2024-09-05 01:05:59.285000-06:00,2024-09-05 08:57:59.285000-06:00,MOBILE,COMPLETED,2839,472.0,2024-09-05
440,349,2024-05-16 12:45:06.310000-06:00,2024-05-16 21:41:06.310000-06:00,BROWSER,COMPLETED,4153,536.0,2024-05-16
441,500,2024-12-14 08:03:29.857000-06:00,2024-12-14 13:03:29.857000-06:00,BROWSER,TIMEOUT,2378,300.0,2024-12-14
442,402,2024-10-21 10:27:59.742000-06:00,2024-10-21 17:49:59.742000-06:00,MOBILE,ABORTED,4919,442.0,2024-10-21
443,427,2024-10-09 01:44:29.302000-06:00,2024-10-09 07:59:29.302000-06:00,MOBILE,ABORTED,3357,375.0,2024-10-09
444,107,2024-11-03 21:47:39.193000-06:00,2024-11-03 22:39:39.193000-06:00,MOBILE,TIMEOUT,2859,52.0,2024-11-03
445,491,2024-06-27 03:29:52.432000-06:00,2024-06-27 08:14:52.432000-06:00,BROWSER,COMPLETED,4258,285.0,2024-06-27
446,480,2024-11-25 14:31:35.863000-06:00,2024-11-25 15:40:35.863000-06:00,MOBILE,COMPLETED,1640,69.0,2024-11-25
447,355,2024-11-22 14:37:29.169000-06:00,2024-11-22 17:29:29.169000-06:00,MOBILE,COMPLETED,4318,172.0,2024-11-22
448,118,2024-12-30 03:00:56.143000-06:00,2024-12-30 11:09:56.143000-06:00,BROWSER,ABORTED,4914,489.0,2024-12-30
449,479,2024-03-04 04:39:10.871000-06:00,2024-03-04 10:19:10.871000-06:00,BROWSER,TIMEOUT,1758,340.0,2024-03-04
450,130,2024-02-04 15:16:33.996000-06:00,2024-02-04 22:35:33.996000-06:00,BROWSER,ABORTED,3924,439.0,2024-02-04
451,404,2024-02-02 18:44:54.784000-06:00,2024-02-03 03:14:54.784000-06:00,BROWSER,TIMEOUT,3262,510.0,2024-02-02
452,290,2024-12-05 02:01:54.565000-06:00,2024-12-05 07:04:54.565000-06:00,BROWSER,TIMEOUT,4050,303.0,2024-12-05
453,375,2024-12-09 08:41:22.979000-06:00,2024-12-09 13:04:22.979000-06:00,MOBILE,TIMEOUT,3808,263.0,2024-12-09
454,471,2024-11-22 02:37:18.305000-06:00,2024-11-22 11:13:18.305000-06:00,MOBILE,ABORTED,3926,516.0,2024-11-22
455,322,2024-02-10 10:10:46.429000-06:00,2024-02-10 14:30:46.429000-06:00,BROWSER,COMPLETED,4594,260.0,2024-02-10
456,164,2024-12-17 01:30:18.384000-06:00,2024-12-17 10:24:18.384000-06:00,BROWSER,ABORTED,4505,534.0,2024-12-17
457,82,2024-12-10 02:58:34.164000-06:00,2024-12-10 12:01:34.164000-06:00,MOBILE,COMPLETED,246,543.0,2024-12-10
458,206,2024-12-30 14:08:02.523000-06:00,2024-12-30 23:20:02.523000-06:00,BROWSER,TIMEOUT,2579,552.0,2024-12-30
459,27,2024-01-13 02:27:27.312000-06:00,2024-01-13 07:31:27.312000-06:00,BROWSER,ABORTED,528,304.0,2024-01-13
460,172,2024-01-25 17:03:47.415000-06:00,2024-01-26 02:26:47.415000-06:00,MOBILE,TIMEOUT,829,563.0,2024-01-25
461,83,2024-11-05 00:07:51.574000-06:00,2024-11-05 04:12:51.574000-06:00,MOBILE,ABORTED,4963,245.0,2024-11-05
462,209,2024-12-18 08:37:50.224000-06:00,2024-12-18 12:34:50.224000-06:00,MOBILE,TIMEOUT,3830,237.0,2024-12-18
463,78,2024-08-09 16:13:29.644000-06:00,2024-08-09 19:09:29.644000-06:00,MOBILE,ABORTED,888,176.0,2024-08-09
464,244,2024-12-26 08:28:44.728000-06:00,2024-12-26 09:43:44.728000-06:00,BROWSER,ABORTED,538,75.0,2024-12-26
465,400,2024-11-19 19:57:42.197000-06:00,2024-11-20 02:31:42.197000-06:00,BROWSER,TIMEOUT,626,394.0,2024-11-19
466,90,2024-01-01 17:22:37.847000-06:00,2024-01-02 01:28:37.847000-06:00,BROWSER,TIMEOUT,930,486.0,2024-01-01
467,347,2024-02-15 14:17:32.306000-06:00,2024-02-15 16:03:32.306000-06:00,BROWSER,TIMEOUT,2193,106.0,2024-02-15
468,77,2024-07-28 02:42:12.430000-06:00,2024-07-28 05:28:12.430000-06:00,BROWSER,TIMEOUT,3316,166.0,2024-07-28
469,213,2024-09-20 00:55:37.171000-06:00,2024-09-20 09:58:37.171000-06:00,MOBILE,ABORTED,1723,543.0,2024-09-20
470,337,2024-09-04 09:25:55.423000-06:00,2024-09-04 14:36:55.423000-06:00,MOBILE,TIMEOUT,3824,311.0,2024-09-04
471,250,2024-06-03 18:22:33.581000-06:00,2024-06-03 22:51:33.581000-06:00,BROWSER,ABORTED,3215,269.0,2024-06-03
472,489,2024-09-24 21:52:31.936000-06:00,2024-09-25 00:08:31.936000-06:00,MOBILE,COMPLETED,2590,136.0,2024-09-24
473,437,2024-12-03 19:44:44.277000-06:00,2024-12-04 03:27:44.277000-06:00,MOBILE,ABORTED,1955,463.0,2024-12-03
474,319,2024-09-19 10:36:57.668000-06:00,2024-09-19 19:26:57.668000-06:00,BROWSER,TIMEOUT,3047,530.0,2024-09-19
475,424,2024-05-03 14:03:55.344000-06:00,2024-05-03 14:39:55.344000-06:00,MOBILE,COMPLETED,666,36.0,2024-05-03
476,12,2024-08-08 05:25:30.546000-06:00,2024-08-08 06:59:30.546000-06:00,MOBILE,ABORTED,1759,94.0,2024-08-08
477,247,2024-09-05 21:54:58.722000-06:00,2024-09-06 05:38:58.722000-06:00,MOBILE,TIMEOUT,1070,464.0,2024-09-05
478,323,2024-11-27 14:43:18.099000-06:00,2024-11-27 20:28:18.099000-06:00,BROWSER,ABORTED,4475,345.0,2024-11-27
479,59,2024-12-27 11:22:22.862000-06:00,2024-12-27 20:38:22.862000-06:00,BROWSER,ABORTED,4794,556.0,2024-12-27
480,371,2024-07-22 02:58:34.522000-06:00,2024-07-22 03:48:34.522000-06:00,MOBILE,TIMEOUT,316,50.0,2024-07-22
481,433,2024-10-15 04:54:48.977000-06:00,2024-10-15 09:43:48.977000-06:00,BROWSER,ABORTED,4009,289.0,2024-10-15
482,365,2024-11-14 05:57:59.443000-06:00,2024-11-14 09:54:59.443000-06:00,BROWSER,COMPLETED,3974,237.0,2024-11-14
483,109,2024-10-21 21:26:41.463000-06:00,2024-10-22 07:01:41.463000-06:00,BROWSER,COMPLETED,3243,575.0,2024-10-21
484,267,2024-04-25 06:51:47.599000-06:00,2024-04-25 11:43:47.599000-06:00,MOBILE,ABORTED,3714,292.0,2024-04-25
485,13,2024-09-14 23:37:26.169000-06:00,2024-09-15 06:17:26.169000-06:00,MOBILE,ABORTED,1645,400.0,2024-09-14
486,252,2024-11-17 14:36:43.061000-06:00,2024-11-17 22:54:43.061000-06:00,MOBILE,ABORTED,1493,498.0,2024-11-17
487,411,2024-07-31 04:59:01.811000-06:00,2024-07-31 12:54:01.811000-06:00,MOBILE,COMPLETED,462,475.0,2024-07-31
488,390,2024-12-30 15:40:42.316000-06:00,2024-12-30 23:10:42.316000-06:00,MOBILE,COMPLETED,1440,450.0,2024-12-30
489,203,2024-09-22 11:32:39.934000-06:00,2024-09-22 11:54:39.934000-06:00,MOBILE,ABORTED,3840,22.0,2024-09-22
490,2,2024-11-10 19:37:17.332000-06:00,2024-11-11 05:02:17.332000-06:00,MOBILE,ABORTED,3461,565.0,2024-11-10
491,85,2024-03-07 15:08:36.790000-06:00,2024-03-07 23:50:36.790000-06:00,BROWSER,TIMEOUT,1294,522.0,2024-03-07
492,174,2024-05-01 17:26:08.632000-06:00,2024-05-01 23:40:08.632000-06:00,BROWSER,ABORTED,747,374.0,2024-05-01
493,218,2024-12-27 13:57:07.243000-06:00,2024-12-27 18:55:07.243000-06:00,MOBILE,COMPLETED,3286,298.0,2024-12-27
494,359,2024-10-21 17:31:46.960000-06:00,2024-10-21 21:09:46.960000-06:00,BROWSER,COMPLETED,3751,218.0,2024-10-21
495,174,2024-12-17 03:06:58.607000-06:00,2024-12-17 04:26:58.607000-06:00,MOBILE,TIMEOUT,510,80.0,2024-12-17
496,318,2024-05-20 09:44:59.038000-06:00,2024-05-20 09:59:59.038000-06:00,BROWSER,ABORTED,1269,15.0,2024-05-20
497,349,2024-11-25 21:45:30.307000-06:00,2024-11-26 03:27:30.307000-06:00,BROWSER,TIMEOUT,1031,342.0,2024-11-25
498,281,2024-12-01 23:27:33.713000-06:00,2024-12-02 06:21:33.713000-06:00,MOBILE,COMPLETED,659,414.0,2024-12-01
499,37,2024-08-13 16:27:00.698000-06:00,2024-08-13 19:56:00.698000-06:00,MOBILE,TIMEOUT,1776,209.0,2024-08-13
500,10,2024-12-01 04:42:44.858000-06:00,2024-12-01 12:15:44.858000-06:00,MOBILE,ABORTED,3483,453.0,2024-12-01
502,37,2024-09-16 02:59:05.003000-06:00,2024-09-16 08:37:05.003000-06:00,MOBILE,COMPLETED,4803,338.0,2024-09-16
503,481,2024-02-05 13:16:05.510000-06:00,2024-02-05 18:54:05.510000-06:00,MOBILE,ABORTED,1529,338.0,2024-02-05
504,473,2024-12-05 01:56:47.908000-06:00,2024-12-05 05:14:47.908000-06:00,MOBILE,TIMEOUT,4672,198.0,2024-12-05
505,117,2024-10-12 15:50:08.928000-06:00,2024-10-13 01:33:08.928000-06:00,MOBILE,COMPLETED,1434,583.0,2024-10-12
506,292,2024-12-27 08:40:09.153000-06:00,2024-12-27 11:56:09.153000-06:00,MOBILE,TIMEOUT,2748,196.0,2024-12-27
507,181,2024-12-01 06:23:35.417000-06:00,2024-12-01 08:54:35.417000-06:00,MOBILE,COMPLETED,3012,151.0,2024-12-01
508,17,2024-12-30 04:17:36.393000-06:00,2024-12-30 05:17:36.393000-06:00,BROWSER,COMPLETED,2767,60.0,2024-12-30
509,281,2024-12-23 04:16:52.123000-06:00,2024-12-23 10:31:52.123000-06:00,MOBILE,ABORTED,940,375.0,2024-12-23
510,47,2024-06-03 06:13:48.480000-06:00,2024-06-03 15:38:48.480000-06:00,MOBILE,COMPLETED,4032,565.0,2024-06-03
511,166,2024-08-14 00:06:26.246000-06:00,2024-08-14 06:51:26.246000-06:00,MOBILE,COMPLETED,392,405.0,2024-08-14
512,6,2024-05-18 22:59:16.914000-06:00,2024-05-19 03:36:16.914000-06:00,BROWSER,COMPLETED,2869,277.0,2024-05-18
513,94,2024-09-30 19:05:33.699000-06:00,2024-10-01 04:34:33.699000-06:00,MOBILE,ABORTED,3331,569.0,2024-09-30
514,282,2024-02-10 07:22:26.634000-06:00,2024-02-10 12:53:26.634000-06:00,BROWSER,ABORTED,848,331.0,2024-02-10
515,51,2024-01-16 17:25:21.475000-06:00,2024-01-17 03:22:21.475000-06:00,MOBILE,ABORTED,917,597.0,2024-01-16
516,317,2024-01-05 17:39:51.738000-06:00,2024-01-06 03:15:51.738000-06:00,BROWSER,ABORTED,852,576.0,2024-01-05
517,156,2024-11-26 10:54:41.656000-06:00,2024-11-26 17:52:41.656000-06:00,BROWSER,TIMEOUT,4854,418.0,2024-11-26
518,399,2024-10-26 15:05:07.037000-06:00,2024-10-27 00:17:07.037000-06:00,BROWSER,COMPLETED,975,552.0,2024-10-26
519,90,2024-08-17 04:37:32.644000-06:00,2024-08-17 09:42:32.644000-06:00,BROWSER,COMPLETED,577,305.0,2024-08-17
520,362,2024-12-04 04:17:04.454000-06:00,2024-12-04 11:31:04.454000-06:00,MOBILE,ABORTED,1097,434.0,2024-12-04
521,266,2024-11-18 19:02:10.224000-06:00,2024-11-19 01:24:10.224000-06:00,MOBILE,ABORTED,4336,382.0,2024-11-18
522,207,2024-12-24 15:26:16.285000-06:00,2024-12-24 21:36:16.285000-06:00,MOBILE,TIMEOUT,896,370.0,2024-12-24
523,464,2024-12-09 21:30:45.155000-06:00,2024-12-10 01:45:45.155000-06:00,MOBILE,COMPLETED,3152,255.0,2024-12-09
524,464,2024-12-12 18:59:45.950000-06:00,2024-12-13 01:19:45.950000-06:00,MOBILE,ABORTED,247,380.0,2024-12-12
525,287,2024-11-27 18:02:19.996000-06:00,2024-11-27 18:51:19.996000-06:00,BROWSER,TIMEOUT,3718,49.0,2024-11-27
526,393,2024-08-27 07:07:22.507000-06:00,2024-08-27 11:56:22.507000-06:00,MOBILE,ABORTED,2990,289.0,2024-08-27
527,475,2024-12-30 15:13:38.877000-06:00,2024-12-30 19:17:38.877000-06:00,BROWSER,TIMEOUT,1039,244.0,2024-12-30
528,339,2024-12-22 03:00:04.154000-06:00,2024-12-22 07:19:04.154000-06:00,MOBILE,ABORTED,2336,259.0,2024-12-22
529,80,2024-11-23 20:32:01.457000-06:00,2024-11-24 00:54:01.457000-06:00,BROWSER,TIMEOUT,2134,262.0,2024-11-23
530,35,2024-06-24 08:52:14.034000-06:00,2024-06-24 16:27:14.034000-06:00,BROWSER,COMPLETED,1423,455.0,2024-06-24
531,262,2024-12-21 12:56:35.534000-06:00,2024-12-21 21:52:35.534000-06:00,MOBILE,TIMEOUT,2889,536.0,2024-12-21
532,449,2024-12-27 00:50:13.623000-06:00,2024-12-27 06:13:13.623000-06:00,MOBILE,ABORTED,2002,323.0,2024-12-27
533,292,2024-12-29 19:42:44.545000-06:00,2024-12-29 23:27:44.545000-06:00,MOBILE,ABORTED,4952,225.0,2024-12-29
534,477,2024-05-22 17:12:10.220000-06:00,2024-05-23 02:00:10.220000-06:00,MOBILE,COMPLETED,712,528.0,2024-05-22
535,183,2024-12-17 07:04:11.201000-06:00,2024-12-17 12:35:11.201000-06:00,BROWSER,ABORTED,4191,331.0,2024-12-17
536,31,2024-12-25 11:43:31.775000-06:00,2024-12-25 16:47:31.775000-06:00,BROWSER,TIMEOUT,779,304.0,2024-12-25
537,205,2024-11-17 20:00:58.668000-06:00,2024-11-18 04:34:58.668000-06:00,MOBILE,COMPLETED,2940,514.0,2024-11-17
538,374,2024-12-12 16:47:25.421000-06:00,2024-12-12 22:10:25.421000-06:00,BROWSER,TIMEOUT,3813,323.0,2024-12-12
539,16,2024-12-02 00:01:42.164000-06:00,2024-12-02 02:29:42.164000-06:00,MOBILE,ABORTED,1438,148.0,2024-12-02
540,424,2024-12-07 01:29:10.997000-06:00,2024-12-07 11:14:10.997000-06:00,BROWSER,TIMEOUT,1547,585.0,2024-12-07
541,417,2024-12-24 06:54:12.046000-06:00,2024-12-24 09:39:12.046000-06:00,BROWSER,ABORTED,1498,165.0,2024-12-24
542,46,2024-12-15 23:46:02.373000-06:00,2024-12-16 05:47:02.373000-06:00,MOBILE,ABORTED,4931,361.0,2024-12-15
543,159,2024-12-26 21:27:58.914000-06:00,2024-12-27 02:10:58.914000-06:00,BROWSER,ABORTED,4209,283.0,2024-12-26
544,294,2024-08-25 06:25:37.334000-06:00,2024-08-25 09:51:37.334000-06:00,BROWSER,COMPLETED,2575,206.0,2024-08-25
545,297,2024-11-01 14:52:34.084000-06:00,2024-11-01 23:22:34.084000-06:00,MOBILE,ABORTED,438,510.0,2024-11-01
546,86,2024-10-29 04:37:06.078000-06:00,2024-10-29 07:45:06.078000-06:00,BROWSER,TIMEOUT,1376,188.0,2024-10-29
547,6,2024-06-01 23:12:30.708000-06:00,2024-06-02 08:07:30.708000-06:00,MOBILE,TIMEOUT,1201,535.0,2024-06-01
548,57,2024-12-22 05:10:45.809000-06:00,2024-12-22 11:01:45.809000-06:00,BROWSER,TIMEOUT,2105,351.0,2024-12-22
549,43,2024-12-16 12:16:55.898000-06:00,2024-12-16 18:55:55.898000-06:00,BROWSER,ABORTED,3862,399.0,2024-12-16
550,71,2024-10-13 02:03:09.229000-06:00,2024-10-13 06:23:09.229000-06:00,BROWSER,TIMEOUT,3616,260.0,2024-10-13
551,36,2024-08-28 20:04:33.753000-06:00,2024-08-29 01:45:33.753000-06:00,BROWSER,ABORTED,3016,341.0,2024-08-28
552,209,2024-12-21 08:30:16.120000-06:00,2024-12-21 14:26:16.120000-06:00,BROWSER,TIMEOUT,3231,356.0,2024-12-21
553,430,2024-08-26 22:01:31.673000-06:00,2024-08-27 00:44:31.673000-06:00,BROWSER,COMPLETED,2148,163.0,2024-08-26
554,141,2024-11-04 01:19:08.969000-06:00,2024-11-04 06:49:08.969000-06:00,BROWSER,COMPLETED,4403,330.0,2024-11-04
555,299,2024-12-29 11:10:22.058000-06:00,2024-12-29 15:25:22.058000-06:00,MOBILE,TIMEOUT,3434,255.0,2024-12-29
556,446,2024-12-28 23:46:35.802000-06:00,2024-12-29 07:00:35.802000-06:00,BROWSER,TIMEOUT,4667,434.0,2024-12-28
557,353,2024-01-04 11:42:51.028000-06:00,2024-01-04 16:25:51.028000-06:00,BROWSER,TIMEOUT,3898,283.0,2024-01-04
558,218,2024-12-28 19:42:34.463000-06:00,2024-12-29 02:30:34.463000-06:00,MOBILE,TIMEOUT,4994,408.0,2024-12-28
559,338,2024-05-21 16:54:16.169000-06:00,2024-05-21 18:04:16.169000-06:00,MOBILE,ABORTED,3372,70.0,2024-05-21
560,20,2024-11-15 09:19:09.141000-06:00,2024-11-15 16:42:09.141000-06:00,BROWSER,TIMEOUT,3747,443.0,2024-11-15
561,56,2024-11-13 17:06:34.235000-06:00,2024-11-13 19:01:34.235000-06:00,MOBILE,ABORTED,1703,115.0,2024-11-13
562,267,2024-09-25 20:02:37.884000-06:00,2024-09-26 05:38:37.884000-06:00,BROWSER,COMPLETED,3659,576.0,2024-09-25
563,476,2024-11-27 20:43:34.803000-06:00,2024-11-27 23:22:34.803000-06:00,MOBILE,COMPLETED,2086,159.0,2024-11-27
564,199,2024-11-17 09:51:27.681000-06:00,2024-11-17 10:12:27.681000-06:00,MOBILE,TIMEOUT,421,21.0,2024-11-17
565,405,2024-11-29 16:09:22.752000-06:00,2024-11-29 21:40:22.752000-06:00,BROWSER,ABORTED,508,331.0,2024-11-29
566,226,2024-11-23 21:55:00.134000-06:00,2024-11-24 03:45:00.134000-06:00,MOBILE,ABORTED,4099,350.0,2024-11-23
567,74,2024-06-10 10:42:22.186000-06:00,2024-06-10 11:59:22.186000-06:00,MOBILE,ABORTED,3130,77.0,2024-06-10
568,383,2024-06-17 12:08:08.301000-06:00,2024-06-17 12:19:08.301000-06:00,BROWSER,COMPLETED,1307,11.0,2024-06-17
569,145,2024-12-30 11:18:38.142000-06:00,2024-12-30 13:42:38.142000-06:00,MOBILE,ABORTED,3749,144.0,2024-12-30
571,124,2024-06-21 18:58:23.847000-06:00,2024-06-22 03:34:23.847000-06:00,MOBILE,ABORTED,3029,516.0,2024-06-21
572,101,2024-08-01 05:43:26.884000-06:00,2024-08-01 08:03:26.884000-06:00,MOBILE,COMPLETED,4854,140.0,2024-08-01
573,273,2024-09-25 22:15:02.709000-06:00,2024-09-26 03:42:02.709000-06:00,BROWSER,ABORTED,3119,327.0,2024-09-25
574,44,2024-01-24 23:17:52.100000-06:00,2024-01-25 04:12:52.100000-06:00,BROWSER,ABORTED,2352,295.0,2024-01-24
575,166,2024-10-15 02:23:29.456000-06:00,2024-10-15 10:32:29.456000-06:00,MOBILE,TIMEOUT,1328,489.0,2024-10-15
576,37,2024-11-14 23:52:29.269000-06:00,2024-11-15 03:27:29.269000-06:00,MOBILE,ABORTED,2148,215.0,2024-11-14
577,243,2024-09-12 07:40:26.506000-06:00,2024-09-12 09:40:26.506000-06:00,BROWSER,COMPLETED,393,120.0,2024-09-12
578,413,2024-02-09 00:36:14.317000-06:00,2024-02-09 02:28:14.317000-06:00,BROWSER,ABORTED,1731,112.0,2024-02-09
579,278,2024-08-07 22:51:25.040000-06:00,2024-08-08 07:41:25.040000-06:00,MOBILE,COMPLETED,4227,530.0,2024-08-07
580,337,2024-10-14 19:26:21.271000-06:00,2024-10-15 02:23:21.271000-06:00,BROWSER,COMPLETED,3119,417.0,2024-10-14
581,421,2024-11-13 10:46:25.233000-06:00,2024-11-13 17:48:25.233000-06:00,MOBILE,COMPLETED,1813,422.0,2024-11-13
582,448,2024-06-30 20:57:30.949000-06:00,2024-07-01 00:46:30.949000-06:00,BROWSER,COMPLETED,4269,229.0,2024-06-30
583,410,2024-12-16 11:59:15.270000-06:00,2024-12-16 13:05:15.270000-06:00,BROWSER,COMPLETED,3238,66.0,2024-12-16
584,123,2024-03-01 06:34:32.709000-06:00,2024-03-01 08:38:32.709000-06:00,BROWSER,ABORTED,3196,124.0,2024-03-01
585,277,2024-04-13 15:14:21.876000-06:00,2024-04-13 16:50:21.876000-06:00,BROWSER,TIMEOUT,589,96.0,2024-04-13
586,91,2024-12-25 15:45:21.866000-06:00,2024-12-25 20:18:21.866000-06:00,MOBILE,COMPLETED,1292,273.0,2024-12-25
587,111,2024-08-15 22:04:02.056000-06:00,2024-08-16 03:38:02.056000-06:00,BROWSER,COMPLETED,2837,334.0,2024-08-15
588,253,2024-12-22 06:43:31.917000-06:00,2024-12-22 11:55:31.917000-06:00,BROWSER,TIMEOUT,2212,312.0,2024-12-22
589,185,2024-11-07 10:38:06.783000-06:00,2024-11-07 12:12:06.783000-06:00,BROWSER,COMPLETED,934,94.0,2024-11-07
590,321,2024-10-07 10:02:35.096000-06:00,2024-10-07 15:23:35.096000-06:00,MOBILE,TIMEOUT,897,321.0,2024-10-07
591,176,2024-11-18 11:48:45.458000-06:00,2024-11-18 20:21:45.458000-06:00,BROWSER,COMPLETED,4682,513.0,2024-11-18
592,367,2024-12-27 19:09:13.297000-06:00,2024-12-28 03:49:13.297000-06:00,MOBILE,ABORTED,1777,520.0,2024-12-27
593,287,2024-12-18 13:04:56.704000-06:00,2024-12-18 21:20:56.704000-06:00,MOBILE,ABORTED,2688,496.0,2024-12-18
594,251,2024-06-26 08:19:01.173000-06:00,2024-06-26 17:20:01.173000-06:00,MOBILE,COMPLETED,269,541.0,2024-06-26
595,284,2024-06-25 12:18:05.842000-06:00,2024-06-25 17:07:05.842000-06:00,MOBILE,COMPLETED,3711,289.0,2024-06-25
596,301,2024-11-12 12:50:26.600000-06:00,2024-11-12 14:36:26.600000-06:00,MOBILE,COMPLETED,845,106.0,2024-11-12
597,83,2024-11-16 21:33:29.169000-06:00,2024-11-16 21:51:29.169000-06:00,BROWSER,ABORTED,1950,18.0,2024-11-16
598,240,2024-11-10 21:24:25.624000-06:00,2024-11-11 04:27:25.624000-06:00,MOBILE,ABORTED,3821,423.0,2024-11-10
599,184,2024-12-20 12:35:23.224000-06:00,2024-12-20 22:27:23.224000-06:00,BROWSER,TIMEOUT,2792,592.0,2024-12-20
600,419,2024-12-29 20:31:34.104000-06:00,2024-12-30 02:32:34.104000-06:00,BROWSER,ABORTED,2756,361.0,2024-12-29
601,208,2024-04-05 01:07:14.031000-06:00,2024-04-05 07:03:14.031000-06:00,MOBILE,TIMEOUT,4126,356.0,2024-04-05
602,327,2024-08-08 16:24:12.174000-06:00,2024-08-09 02:00:12.174000-06:00,BROWSER,TIMEOUT,1672,576.0,2024-08-08
603,421,2024-11-19 02:20:06.874000-06:00,2024-11-19 12:05:06.874000-06:00,BROWSER,ABORTED,540,585.0,2024-11-19
604,366,2024-07-29 23:13:19.587000-06:00,2024-07-30 01:10:19.587000-06:00,MOBILE,COMPLETED,4155,117.0,2024-07-29
605,409,2024-07-31 22:29:46.780000-06:00,2024-08-01 05:45:46.780000-06:00,BROWSER,TIMEOUT,3075,436.0,2024-07-31
606,326,2024-12-10 18:27:42.179000-06:00,2024-12-11 00:12:42.179000-06:00,MOBILE,ABORTED,808,345.0,2024-12-10
607,50,2024-12-13 00:05:25.136000-06:00,2024-12-13 04:22:25.136000-06:00,BROWSER,ABORTED,944,257.0,2024-12-13
608,172,2024-09-04 05:01:55.388000-06:00,2024-09-04 09:47:55.388000-06:00,BROWSER,TIMEOUT,2759,286.0,2024-09-04
609,417,2024-12-24 22:48:45.820000-06:00,2024-12-24 23:58:45.820000-06:00,BROWSER,ABORTED,4164,70.0,2024-12-24
610,116,2024-04-12 10:07:12.524000-06:00,2024-04-12 19:30:12.524000-06:00,MOBILE,TIMEOUT,3699,563.0,2024-04-12
611,273,2024-10-04 11:33:17.701000-06:00,2024-10-04 14:35:17.701000-06:00,BROWSER,COMPLETED,2617,182.0,2024-10-04
612,427,2024-10-23 21:53:38.160000-06:00,2024-10-24 02:36:38.160000-06:00,BROWSER,TIMEOUT,4178,283.0,2024-10-23
613,60,2024-05-15 19:13:38.483000-06:00,2024-05-16 03:00:38.483000-06:00,BROWSER,ABORTED,1647,467.0,2024-05-15
614,499,2024-11-02 15:04:13.355000-06:00,2024-11-02 20:09:13.355000-06:00,MOBILE,TIMEOUT,1785,305.0,2024-11-02
